chr	start	end	Del(CBS1-5)_96h_CHiC_d11	Del(CBS1-5)_96h_CHiC_d13	Del(CBS1-5)_96h_CHiC_d9	wt_96h_CHiC_merge_d11	wt_96h_CHiC_merge_d13	wt_96h_CHiC_merge_d9
chr2	74780000	74781000	0.416343919032403	0.317992656037259	0.781143754830638	0.345822443622153	0.22468060442915	0.395301723735988
chr2	74781000	74782000	0.47490827525555	0.25845081633627	0.748866104780564	0.333520694261355	0.226958116536145	0.432996870923484
chr2	74782000	74783000	0.548679490639962	0.332484162417403	0.617532894080229	0.339375891820497	0.183300289398338	0.482745301729088
chr2	74783000	74784000	0.500082557990316	0.32203066641725	0.500075269008845	0.357824640928256	0.212265467330729	0.438422705705923
chr2	74784000	74785000	0.397748364093337	0.403172301629498	0.347298168607872	0.357582940268854	0.197496517487764	0.472867834480201
chr2	74785000	74786000	0.566037922833385	0.531321979117476	0.486393022510779	0.413655152833828	0.250947156274695	0.581864272418745
chr2	74786000	74787000	0.676164925358037	0.604982226812685	0.712398814018083	0.427961664453096	0.27691438817583	0.581918879297167
chr2	74787000	74788000	0.579045120864299	0.613455220471764	0.976097656231278	0.418150251703507	0.3147231040917	0.619559244564816
chr2	74788000	74789000	0.594994457062218	0.597122397436203	1.09920538252704	0.392703387596912	0.283881862653563	0.604934434411533
chr2	74789000	74790000	0.485236633857272	0.50819102200236	1.10782445697734	0.320247375333088	0.27529209859332	0.542424946699779
chr2	74790000	74791000	0.373928315881377	0.412257870586288	1.02884628431699	0.247371316173079	0.263607637090525	0.426780937784934
chr2	74791000	74792000	0.18404266978161	0.397455427137865	0.872649354188032	0.257350657972862	0.266989897437135	0.423501247304403
chr2	74792000	74793000	0.349673204151123	0.344737765749473	0.746787012565533	0.322424626682903	0.293577584880104	0.34419278689728
chr2	74793000	74794000	0.303615801551959	0.308037880053712	0.65937785248004	0.28711323489582	0.284816503632246	0.30690467487969
chr2	74794000	74795000	0.261400033816703	0.286546978075255	0.645849120374479	0.259869751510291	0.268829396665081	0.277313400135779
chr2	74795000	74796000	0.4369216068508	0.341698667088794	0.524728181006719	0.292345726198881	0.274786759569096	0.334479148731965
chr2	74796000	74797000	0.524096201558037	0.322072108819597	0.394831273375076	0.253596709462655	0.262497454189289	0.257925446428122
chr2	74797000	74798000	0.382639028111498	0.226485404718068	0.196883537119767	0.138940172382419	0.190130942868049	0.185429485911379
chr2	74798000	74799000	0.429462726414505	0.205322208785825	0.19156342030511	0.130985578899803	0.179480857425503	0.208350498826603
chr2	74799000	74800000	0.468524695358852	0.204846722276216	0.213935359999886	0.126897399840789	0.190732812310157	0.2159776746329
chr2	74800000	74801000	0.297245874867469	0.172910359989169	0.299043278663559	0.127777034565366	0.171470136184694	0.172370042145106
chr2	74801000	74802000	0.231901172779866	0.13763476442002	0.370346181643252	0.166152624067177	0.169721284798472	0.200880342822775
chr2	74802000	74803000	0.229773088321063	0.184824807271745	0.442407094480203	0.214525262060471	0.162741141849574	0.243690118283111
chr2	74803000	74804000	0.238095208783093	0.186788936587756	0.427167440907488	0.261770399878559	0.176441963950419	0.258181145063978
chr2	74804000	74805000	0.333849983472298	0.180203555123088	0.377849977981956	0.273073298015411	0.166876620922946	0.276587679995837
chr2	74805000	74806000	0.328540085159765	0.146084290098621	0.272147617930099	0.235762113776839	0.1406495576772	0.267189531201755
chr2	74806000	74807000	0.393280392713743	0.280248176445141	0.213145310920836	0.262397381166571	0.14521792004361	0.386264910931099
chr2	74807000	74808000	0.460016199711049	0.291424077559698	0.128783802113454	0.261402014186847	0.154181662819075	0.428680412111401
chr2	74808000	74809000	0.497231439384438	0.324758964566006	0.133975164171674	0.259867812472327	0.16470005462167	0.441899964946886
chr2	74809000	74810000	0.482806984162637	0.391632883806973	0.278328242940448	0.284580216537448	0.208629137499713	0.486919257085325
chr2	74810000	74811000	0.524981912262892	0.526383223754879	0.367194147810208	0.308895357968207	0.23623143646432	0.53524529282876
chr2	74811000	74812000	0.567299780599322	0.416769000845496	0.446069910248683	0.228025778070872	0.243590017637906	0.404525048279104
chr2	74812000	74813000	0.470615759385153	0.405114248219756	0.537081626548624	0.198555152022131	0.237331363397898	0.355201281055845
chr2	74813000	74814000	0.409380153283401	0.43967887711702	0.573761269525772	0.182229749533232	0.23738966647649	0.337524275225012
chr2	74814000	74815000	0.354083714232703	0.520836083703751	0.444307611999202	0.178853391964235	0.23087649973808	0.322060866990935
chr2	74815000	74816000	0.269729915353297	0.427563129118613	0.47556455547854	0.183114032663207	0.233237497086563	0.281196669003126
chr2	74816000	74817000	0.158942365523238	0.462257166332148	0.544238692769198	0.205137266461882	0.248829983000387	0.37909556273315
chr2	74817000	74818000	0.378614535751615	0.528910837425427	0.638639063868444	0.266722017478674	0.349364945930013	0.473635004023046
chr2	74818000	74819000	0.533851584731166	0.45966272383765	0.643766664281405	0.309029967411021	0.371907951385584	0.527781033714708
chr2	74819000	74820000	0.617716213203486	0.297507256370914	0.664542036787804	0.338737577729803	0.361114929494328	0.526681285890072
chr2	74820000	74821000	0.640924349623434	0.31989062407601	0.598450759738106	0.367835015875548	0.391885246023507	0.604290846826801
chr2	74821000	74822000	0.693511815137469	0.297800718169754	0.550104504452535	0.428681972213433	0.356461970147826	0.553773065678226
chr2	74822000	74823000	0.621419237091425	0.259029912944686	0.497052649607216	0.396546619657768	0.278920925493497	0.506657233191353
chr2	74823000	74824000	0.615389475723996	0.32537172265987	0.559393549737514	0.394044952445333	0.283010574167376	0.5507069284577
chr2	74824000	74825000	0.491189358514584	0.396217292530393	0.56725842914723	0.344874248090396	0.259859510251696	0.522010875666954
chr2	74825000	74826000	0.47167220903923	0.374154318697881	0.557958675050947	0.301036194082717	0.216301843353276	0.433949120002639
chr2	74826000	74827000	0.417159095635202	0.358918130455946	0.464913457001673	0.246590564528322	0.230560496678475	0.412013721015547
chr2	74827000	74828000	0.417946948313782	0.42370465179508	0.419700377368604	0.280016711950041	0.275318161398844	0.431150630479846
chr2	74828000	74829000	0.504686469207695	0.545062234800979	0.446271418508165	0.356342794545148	0.271123605178617	0.45499442422934
chr2	74829000	74830000	0.605428867106062	0.696142317691857	0.574907494464653	0.405138980228747	0.327376469361475	0.551598639865927
chr2	74830000	74831000	0.679146163440926	0.672457248545424	0.708462015595747	0.427783225918021	0.364375921859177	0.6135621881579
chr2	74831000	74832000	0.669483583087592	0.68985364282739	0.771450547746801	0.458654756923706	0.348104272888439	0.690340909073155
chr2	74832000	74833000	0.548951115443105	0.595624823130578	0.797476818652583	0.389448586853855	0.302007041511233	0.657663891821129
chr2	74833000	74834000	0.329633195769121	0.435867632215179	0.736963091487618	0.255901701914932	0.29395689854374	0.553420314093873
chr2	74834000	74835000	0.328272126607777	0.29982284467936	0.57140676616909	0.261202662026511	0.230751301092291	0.525325564322566
chr2	74835000	74836000	0.2745080296985	0.355186986858853	0.531099823867855	0.297749318735711	0.227484094650581	0.51995606828676
chr2	74836000	74837000	0.312077702888776	0.347124125073887	0.607019178709674	0.291702772072618	0.25020656177388	0.484534222719479
chr2	74837000	74838000	0.335722923020227	0.304601191236073	0.657779588352915	0.359814603432141	0.268736402668439	0.458734293728439
chr2	74838000	74839000	0.365442176376993	0.388789726785736	0.586274915775141	0.381416582525985	0.24977512488124	0.448689171351647
chr2	74839000	74840000	0.329235405701064	0.43421434971907	0.595286778123542	0.349215321144111	0.257480979029627	0.394653987136956
chr2	74840000	74841000	0.317884731046476	0.446291978716215	0.564256810858179	0.314512653149976	0.222894520624602	0.383115856075896
chr2	74841000	74842000	0.284067813163133	0.448938063408946	0.44991596696261	0.291153330578858	0.211392243534471	0.380260021334975
chr2	74842000	74843000	0.255014195350617	0.518059825889373	0.328208102487149	0.219900778217896	0.16785671139625	0.365915835793206
chr2	74843000	74844000	0.264173508264426	0.535552691166484	0.40096405518821	0.21956549488029	0.177779152463854	0.400136717959614
chr2	74844000	74845000	0.299004048125846	0.47994319018541	0.542234304539289	0.250290221947592	0.22308018044858	0.454336881582311
chr2	74845000	74846000	0.387292698949523	0.475344774416576	0.521744285809538	0.273106368805532	0.247981552421993	0.45281444665796
chr2	74846000	74847000	0.419051685905184	0.444063390929264	0.535227122118815	0.300745981904844	0.232327971834359	0.457185980910822
chr2	74847000	74848000	0.404859791394855	0.39533883719567	0.579684084092104	0.338922587128721	0.243360881336388	0.478068525660147
chr2	74848000	74849000	0.354513679279003	0.270646149223872	0.595569230263114	0.345669541471951	0.219739117233251	0.45730267957923
chr2	74849000	74850000	0.267428730583939	0.196445866852777	0.572142687380973	0.303973528909545	0.152677896942231	0.429403468579327
chr2	74850000	74851000	0.344561582131592	0.152390756802446	0.613836893015431	0.344716658642117	0.138962889305694	0.448160953847582
chr2	74851000	74852000	0.393718339478409	0.193546472860136	0.698809915285636	0.366930500229659	0.197943535420581	0.505363820023511
chr2	74852000	74853000	0.430003396121823	0.240871210293176	0.706562680808262	0.330816803001827	0.203887056066871	0.486638141871213
chr2	74853000	74854000	0.441233003047475	0.292347787825553	0.688815482604881	0.294897024171939	0.217073160940584	0.447291773404779
chr2	74854000	74855000	0.476827096569713	0.363072825095969	0.95902097028014	0.358146178377159	0.271246681605954	0.463689091971762
chr2	74855000	74856000	0.315171816957217	0.535360087798689	0.97222054091582	0.330896642834592	0.292463806012081	0.490923243328315
chr2	74856000	74857000	0.24408506000617	0.470260375483036	0.856786344890486	0.2946464746034	0.285021012860924	0.468469023198152
chr2	74857000	74858000	0.207760131996294	0.468879407649847	0.81890060346476	0.293200462053417	0.245153198039643	0.440293397499556
chr2	74858000	74859000	0.195538634600908	0.414551111299618	0.71334827220329	0.283913295150941	0.211241841547331	0.417291225452076
chr2	74859000	74860000	0.159595816602777	0.371141077012596	0.289687457390278	0.224736373764535	0.172210490120213	0.340745831578973
chr2	74860000	74861000	0.239484171545243	0.154735006376751	0.228329132990446	0.199821076262784	0.146749836390368	0.264729607879175
chr2	74861000	74862000	0.340984354835853	0.204058009197536	0.31524297578669	0.17266379825237	0.129039846885867	0.185730434312449
chr2	74862000	74863000	0.389672200671123	0.220483804901651	0.302014267279573	0.183274819503176	0.139572107475414	0.187110703543791
chr2	74863000	74864000	0.496858110587086	0.298157348762989	0.357794496227734	0.236905346884195	0.179195875680172	0.215113605957351
chr2	74864000	74865000	0.539750591699469	0.301905749670181	0.446796474746862	0.273605392235607	0.235900559626176	0.27633544538567
chr2	74865000	74866000	0.573899797933097	0.316592115821283	0.504712056650771	0.260803107987976	0.245440013656445	0.339731889636591
chr2	74866000	74867000	0.474455901095118	0.275207014061872	0.660369125077197	0.261991675586606	0.208867884463398	0.355686554566573
chr2	74867000	74868000	0.52770184991537	0.199825116189477	0.720413991659003	0.286536901347351	0.257663360405603	0.404751654562322
chr2	74868000	74869000	0.455049195913541	0.117069579631201	0.72041272367469	0.290047914851704	0.265735875178202	0.411357469486331
chr2	74869000	74870000	0.41786378840272	0.0863433043148955	0.639888390178255	0.252428013173695	0.222671306862555	0.376831224545429
chr2	74870000	74871000	0.2993809281101	0.057562202876597	0.534513312998307	0.236752384213246	0.18719856392739	0.324812340029078
chr2	74871000	74872000	0.328944775836341	0.0675759040682631	0.350977534937465	0.237553066210992	0.217785573273052	0.32321384662004
chr2	74872000	74873000	0.287041868104164	0.134903758443769	0.331862003555027	0.254438644595623	0.226153564116026	0.324405227044773
chr2	74873000	74874000	0.319959333902849	0.159235224681202	0.32854824171765	0.299377850556514	0.244126582874024	0.355954258770894
chr2	74874000	74875000	0.363202987078927	0.254821355658898	0.407845553729948	0.353816019708898	0.280697865924871	0.427676501434675
chr2	74875000	74876000	0.446863798954328	0.367201343972669	0.532734093234481	0.416554508833222	0.337208813702932	0.446055024396392
chr2	74876000	74877000	0.381461677255771	0.422698724052082	0.427782403736311	0.411206734257302	0.320747928736699	0.426662862105727
chr2	74877000	74878000	0.392117232404338	0.412260033803883	0.499014665566776	0.400045859069088	0.31589045954687	0.45163233536874
chr2	74878000	74879000	0.356921299343494	0.410459244551162	0.513821100332789	0.319468990672403	0.284615340740515	0.404016718154497
chr2	74879000	74880000	0.375055538662766	0.398066860814504	0.554746804536426	0.355237380249125	0.304415704665884	0.400619143645563
chr2	74880000	74881000	0.413250150360418	0.352326191984793	0.611990246350347	0.320877781848054	0.281156355286817	0.415294129997227
chr2	74881000	74882000	0.540404042779008	0.29682881190538	0.693588945863727	0.354798346264754	0.348160723228025	0.466107904868319
chr2	74882000	74883000	0.539690839856789	0.345050352339601	0.651874226080445	0.456694453668787	0.324890930496949	0.504432489836066
chr2	74883000	74884000	0.551019027551827	0.331008235424137	0.638440413798023	0.477541905567467	0.344125765411818	0.553908517231114
chr2	74884000	74885000	0.49687828729726	0.296888130990448	0.581861495760792	0.396173509384075	0.300208048056105	0.508645304242403
chr2	74885000	74886000	0.430746131681581	0.252559742853906	0.388279083084984	0.406976806742589	0.272662594113967	0.4676011010741
chr2	74886000	74887000	0.426803375327516	0.279555969784403	0.359392721758542	0.384840500033414	0.197639116123712	0.39913053259358
chr2	74887000	74888000	0.429359589341884	0.22078500639128	0.319686974592554	0.279172984430948	0.190938990645072	0.376518583736113
chr2	74888000	74889000	0.493314634682929	0.324593148932323	0.378536206730781	0.322936206263554	0.185203256545978	0.395408880319626
